noise_strength,eve_rate,qber_mean
0.0380,0.1800,0.123698
0.0380,0.1875,0.132207
0.0380,0.1950,0.116351
0.0380,0.2025,0.135260
0.0380,0.2100,0.129588
0.0380,0.2175,0.134634
0.0380,0.2250,0.138678
0.0380,0.2325,0.151126
0.0380,0.2400,0.151947
0.0380,0.2475,0.152032
0.0380,0.2550,0.152652
0.0380,0.2625,0.154413
0.0380,0.2700,0.164244
0.0380,0.2775,0.162628
0.0380,0.2850,0.165319
0.0380,0.2925,0.169736
0.0380,0.3000,0.192323
0.0400,0.0000,0.038352
0.0400,0.0075,0.040017
0.0400,0.0150,0.048618
0.0400,0.0225,0.050030
0.0400,0.0300,0.048066
0.0400,0.0375,0.059896
0.0400,0.0450,0.062026
0.0400,0.0525,0.057463
0.0400,0.0600,0.066890
0.0400,0.0675,0.075210
0.0400,0.0750,0.071578
0.0400,0.0825,0.064225
0.0400,0.0900,0.084330
0.0400,0.0975,0.092968
0.0400,0.1050,0.079572
0.0400,0.1125,0.087686
0.0400,0.1200,0.094900
0.0400,0.1275,0.092521
0.0400,0.1350,0.089835
0.0400,0.1425,0.115356
0.0400,0.1500,0.116491
0.0400,0.1575,0.111071
0.0400,0.1650,0.102121
0.0400,0.1725,0.122340
0.0400,0.1800,0.125268
0.0400,0.1875,0.129108
0.0400,0.1950,0.123895
0.0400,0.2025,0.131641
0.0400,0.2100,0.144315
0.0400,0.2175,0.137840
0.0400,0.2250,0.149685
0.0400,0.2325,0.135701
0.0400,0.2400,0.156728
0.0400,0.2475,0.142508
0.0400,0.2550,0.153749
0.0400,0.2625,0.146779
0.0400,0.2700,0.162390
0.0400,0.2775,0.160140
0.0400,0.2850,0.165384
0.0400,0.2925,0.185891
0.0400,0.3000,0.183192
0.0420,0.0000,0.042434
0.0420,0.0075,0.044769
0.0420,0.0150,0.047430
0.0420,0.0225,0.046305
0.0420,0.0300,0.054338
0.0420,0.0375,0.055875
0.0420,0.0450,0.058791
0.0420,0.0525,0.069345
0.0420,0.0600,0.071071
0.0420,0.0675,0.069259
0.0420,0.0750,0.073857
0.0420,0.0825,0.083748
0.0420,0.0900,0.080577
0.0420,0.0975,0.077234
0.0420,0.1050,0.085911
0.0420,0.1125,0.102065
0.0420,0.1200,0.103561
0.0420,0.1275,0.102255
0.0420,0.1350,0.106089
0.0420,0.1425,0.108203
0.0420,0.1500,0.100418
0.0420,0.1575,0.109622
0.0420,0.1650,0.119570
0.0420,0.1725,0.106200
0.0420,0.1800,0.127858
0.0420,0.1875,0.119015
0.0420,0.1950,0.128253
0.0420,0.2025,0.138309
0.0420,0.2100,0.137454
0.0420,0.2175,0.136329
0.0420,0.2250,0.143054
0.0420,0.2325,0.148381
0.0420,0.2400,0.146070
0.0420,0.2475,0.137556
0.0420,0.2550,0.152112
0.0420,0.2625,0.169148
0.0420,0.2700,0.161794
0.0420,0.2775,0.166966
0.0420,0.2850,0.169935
0.0420,0.2925,0.180724
0.0420,0.3000,0.179198
0.0440,0.0000,0.042490
0.0440,0.0075,0.043290
0.0440,0.0150,0.050780
0.0440,0.0225,0.054148
0.0440,0.0300,0.056349
0.0440,0.0375,0.054363
0.0440,0.0450,0.063447
0.0440,0.0525,0.063037
0.0440,0.0600,0.068101
0.0440,0.0675,0.074709
0.0440,0.0750,0.071549
0.0440,0.0825,0.085760
0.0440,0.0900,0.080837
0.0440,0.0975,0.088730
0.0440,0.1050,0.097990
0.0440,0.1125,0.089930
0.0440,0.1200,0.099114
0.0440,0.1275,0.097242
0.0440,0.1350,0.102467
0.0440,0.1425,0.110534
0.0440,0.1500,0.113581
0.0440,0.1575,0.121569
0.0440,0.1650,0.118129
0.0440,0.1725,0.127452
